id,ref,phases,expmeth,solvent,property,property_type,V1,V2,V3,V4,dV4,dV3,temperature,pressure,mole_fraction,gamma,cmp1_id,cmp1_name,cmp1_formula,cmp1_smiles,cmp1_smiles_error,cmp1_sample,cmp1_mw,cmp2_id,cmp2_name,cmp2_formula,cmp2_smiles,cmp2_smiles_error,cmp2_sample,cmp2_mw
qnMop,"{'full': 'He, Zhuang-Zhuang; Miao-Zhang; Ge, Ming-Lan; Jiao, Yu-Hai; Zhao-Mu; Yi, Yu-Feng; Ding, Fu-Chen (2019) J. Chem. Thermodyn. 129, 22-29.', 'title': 'Separation of binary mixtures based on gamma infinity data using [OMMIM][BF4] ionic liquid and modelling of thermodynamic functions'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",353.15,0.0,101.325,1.93,0.2,,353.15,101.325,0.0,1.93,,,,,,,,,,,,,,
Omjwx,"{'full': 'He, Zhuang-Zhuang; Miao-Zhang; Ge, Ming-Lan; Jiao, Yu-Hai; Zhao-Mu; Yi, Yu-Feng; Ding, Fu-Chen (2019) J. Chem. Thermodyn. 129, 22-29.', 'title': 'Separation of binary mixtures based on gamma infinity data using [OMMIM][BF4] ionic liquid and modelling of thermodynamic functions'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",313.15,0.0,101.325,2.91,0.31,,313.15,101.325,0.0,2.91,,,,,,,,,,,,,,
Omjwx,"{'full': 'He, Zhuang-Zhuang; Miao-Zhang; Ge, Ming-Lan; Jiao, Yu-Hai; Zhao-Mu; Yi, Yu-Feng; Ding, Fu-Chen (2019) J. Chem. Thermodyn. 129, 22-29.', 'title': 'Separation of binary mixtures based on gamma infinity data using [OMMIM][BF4] ionic liquid and modelling of thermodynamic functions'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",323.15,0.0,101.325,2.956,0.31,,323.15,101.325,0.0,2.956,,,,,,,,,,,,,,
Omjwx,"{'full': 'He, Zhuang-Zhuang; Miao-Zhang; Ge, Ming-Lan; Jiao, Yu-Hai; Zhao-Mu; Yi, Yu-Feng; Ding, Fu-Chen (2019) J. Chem. Thermodyn. 129, 22-29.', 'title': 'Separation of binary mixtures based on gamma infinity data using [OMMIM][BF4] ionic liquid and modelling of thermodynamic functions'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",333.15,0.0,101.325,2.957,0.31,,333.15,101.325,0.0,2.957,,,,,,,,,,,,,,
Omjwx,"{'full': 'He, Zhuang-Zhuang; Miao-Zhang; Ge, Ming-Lan; Jiao, Yu-Hai; Zhao-Mu; Yi, Yu-Feng; Ding, Fu-Chen (2019) J. Chem. Thermodyn. 129, 22-29.', 'title': 'Separation of binary mixtures based on gamma infinity data using [OMMIM][BF4] ionic liquid and modelling of thermodynamic functions'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",343.15,0.0,101.325,2.958,0.31,,343.15,101.325,0.0,2.958,,,,,,,,,,,,,,
Omjwx,"{'full': 'He, Zhuang-Zhuang; Miao-Zhang; Ge, Ming-Lan; Jiao, Yu-Hai; Zhao-Mu; Yi, Yu-Feng; Ding, Fu-Chen (2019) J. Chem. Thermodyn. 129, 22-29.', 'title': 'Separation of binary mixtures based on gamma infinity data using [OMMIM][BF4] ionic liquid and modelling of thermodynamic functions'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",353.15,0.0,101.325,2.961,0.31,,353.15,101.325,0.0,2.961,,,,,,,,,,,,,,
EHXND,"{'full': 'Heintz, A.; Verevkin, S. P.; Ondo, D. (2006) J. Chem. Eng. Data 51(2), 434-437.', 'title': 'Thermodynamic Properties of Mixtures Containing Ionic Liquids. 8. Activity Coefficients at Infinite Dilution of Hydrocarbons, Alcohols, Esters, and Aldehydes in 1-Hexyl-3-methylimidazolium Bis(trifluoromethylsulfonyl) Imide Using Gas-Liquid Chromatography'}","['Liquid', 'Gas']",Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",300.95,0.0,,11.15,,0.76,300.95,,0.0,11.15,,,,,,,,,,,,,,
EHXND,"{'full': 'Heintz, A.; Verevkin, S. P.; Ondo, D. (2006) J. Chem. Eng. Data 51(2), 434-437.', 'title': 'Thermodynamic Properties of Mixtures Containing Ionic Liquids. 8. Activity Coefficients at Infinite Dilution of Hydrocarbons, Alcohols, Esters, and Aldehydes in 1-Hexyl-3-methylimidazolium Bis(trifluoromethylsulfonyl) Imide Using Gas-Liquid Chromatography'}","['Liquid', 'Gas']",Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",312.25,0.0,,10.42,,0.71,312.25,,0.0,10.42,,,,,,,,,,,,,,
EHXND,"{'full': 'Heintz, A.; Verevkin, S. P.; Ondo, D. (2006) J. Chem. Eng. Data 51(2), 434-437.', 'title': 'Thermodynamic Properties of Mixtures Containing Ionic Liquids. 8. Activity Coefficients at Infinite Dilution of Hydrocarbons, Alcohols, Esters, and Aldehydes in 1-Hexyl-3-methylimidazolium Bis(trifluoromethylsulfonyl) Imide Using Gas-Liquid Chromatography'}","['Liquid', 'Gas']",Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",322.85,0.0,,9.69,,0.66,322.85,,0.0,9.69,,,,,,,,,,,,,,
EHXND,"{'full': 'Heintz, A.; Verevkin, S. P.; Ondo, D. (2006) J. Chem. Eng. Data 51(2), 434-437.', 'title': 'Thermodynamic Properties of Mixtures Containing Ionic Liquids. 8. Activity Coefficients at Infinite Dilution of Hydrocarbons, Alcohols, Esters, and Aldehydes in 1-Hexyl-3-methylimidazolium Bis(trifluoromethylsulfonyl) Imide Using Gas-Liquid Chromatography'}","['Liquid', 'Gas']",Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",333.25,0.0,,9.09,,0.62,333.25,,0.0,9.09,,,,,,,,,,,,,,
EHXND,"{'full': 'Heintz, A.; Verevkin, S. P.; Ondo, D. (2006) J. Chem. Eng. Data 51(2), 434-437.', 'title': 'Thermodynamic Properties of Mixtures Containing Ionic Liquids. 8. Activity Coefficients at Infinite Dilution of Hydrocarbons, Alcohols, Esters, and Aldehydes in 1-Hexyl-3-methylimidazolium Bis(trifluoromethylsulfonyl) Imide Using Gas-Liquid Chromatography'}","['Liquid', 'Gas']",Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",343.75,0.0,,8.65,,0.59,343.75,,0.0,8.65,,,,,,,,,,,,,,
uoUHe,"{'full': 'Heintz, A.; Verevkin, S. P.; Ondo, D. (2006) J. Chem. Eng. Data 51(2), 434-437.', 'title': 'Thermodynamic Properties of Mixtures Containing Ionic Liquids. 8. Activity Coefficients at Infinite Dilution of Hydrocarbons, Alcohols, Esters, and Aldehydes in 1-Hexyl-3-methylimidazolium Bis(trifluoromethylsulfonyl) Imide Using Gas-Liquid Chromatography'}","['Liquid', 'Gas']",Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",354.05,0.0,,1.9,,0.13,354.05,,0.0,1.9,,,,,,,,,,,,,,
uoUHe,"{'full': 'Heintz, A.; Verevkin, S. P.; Ondo, D. (2006) J. Chem. Eng. Data 51(2), 434-437.', 'title': 'Thermodynamic Properties of Mixtures Containing Ionic Liquids. 8. Activity Coefficients at Infinite Dilution of Hydrocarbons, Alcohols, Esters, and Aldehydes in 1-Hexyl-3-methylimidazolium Bis(trifluoromethylsulfonyl) Imide Using Gas-Liquid Chromatography'}","['Liquid', 'Gas']",Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",364.45,0.0,,1.92,,0.13,364.45,,0.0,1.92,,,,,,,,,,,,,,
uoUHe,"{'full': 'Heintz, A.; Verevkin, S. P.; Ondo, D. (2006) J. Chem. Eng. Data 51(2), 434-437.', 'title': 'Thermodynamic Properties of Mixtures Containing Ionic Liquids. 8. Activity Coefficients at Infinite Dilution of Hydrocarbons, Alcohols, Esters, and Aldehydes in 1-Hexyl-3-methylimidazolium Bis(trifluoromethylsulfonyl) Imide Using Gas-Liquid Chromatography'}","['Liquid', 'Gas']",Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",374.95,0.0,,1.94,,0.13,374.95,,0.0,1.94,,,,,,,,,,,,,,
uoUHe,"{'full': 'Heintz, A.; Verevkin, S. P.; Ondo, D. (2006) J. Chem. Eng. Data 51(2), 434-437.', 'title': 'Thermodynamic Properties of Mixtures Containing Ionic Liquids. 8. Activity Coefficients at Infinite Dilution of Hydrocarbons, Alcohols, Esters, and Aldehydes in 1-Hexyl-3-methylimidazolium Bis(trifluoromethylsulfonyl) Imide Using Gas-Liquid Chromatography'}","['Liquid', 'Gas']",Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",385.45,0.0,,1.96,,0.13,385.45,,0.0,1.96,,,,,,,,,,,,,,
uoUHe,"{'full': 'Heintz, A.; Verevkin, S. P.; Ondo, D. (2006) J. Chem. Eng. Data 51(2), 434-437.', 'title': 'Thermodynamic Properties of Mixtures Containing Ionic Liquids. 8. Activity Coefficients at Infinite Dilution of Hydrocarbons, Alcohols, Esters, and Aldehydes in 1-Hexyl-3-methylimidazolium Bis(trifluoromethylsulfonyl) Imide Using Gas-Liquid Chromatography'}","['Liquid', 'Gas']",Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",395.95,0.0,,1.97,,0.13,395.95,,0.0,1.97,,,,,,,,,,,,,,
tFhVX,"{'full': 'Kato, R.; Gmehling, J. (2004) Fluid Phase Equilib. 226, 37-44.', 'title': 'Activity coefficients at infinite dilution of various solutes in the ionic liquids [MMIM]+[CH3SO4]-, [MMIM]+[CH3OC2H4SO4]-, [MMIM]+[(CH3)2PO4]-, [C5H5NC2H5]+[(CF3SO2)2N]- and [C5H5NH]+[C2H5OC2H4OSO3]-'}",['Liquid'],dilutor technique,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",303.15,101.0,0.0,4.6,3.5,,303.15,101.0,0.0,4.6,,,,,,,,,,,,,,
tFhVX,"{'full': 'Kato, R.; Gmehling, J. (2004) Fluid Phase Equilib. 226, 37-44.', 'title': 'Activity coefficients at infinite dilution of various solutes in the ionic liquids [MMIM]+[CH3SO4]-, [MMIM]+[CH3OC2H4SO4]-, [MMIM]+[(CH3)2PO4]-, [C5H5NC2H5]+[(CF3SO2)2N]- and [C5H5NH]+[C2H5OC2H4OSO3]-'}",['Liquid'],dilutor technique,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",313.15,101.0,0.0,4.4,3.4,,313.15,101.0,0.0,4.4,,,,,,,,,,,,,,
tFhVX,"{'full': 'Kato, R.; Gmehling, J. (2004) Fluid Phase Equilib. 226, 37-44.', 'title': 'Activity coefficients at infinite dilution of various solutes in the ionic liquids [MMIM]+[CH3SO4]-, [MMIM]+[CH3OC2H4SO4]-, [MMIM]+[(CH3)2PO4]-, [C5H5NC2H5]+[(CF3SO2)2N]- and [C5H5NH]+[C2H5OC2H4OSO3]-'}",['Liquid'],dilutor technique,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",323.15,101.0,0.0,4.3,3.2,,323.15,101.0,0.0,4.3,,,,,,,,,,,,,,
tFhVX,"{'full': 'Kato, R.; Gmehling, J. (2004) Fluid Phase Equilib. 226, 37-44.', 'title': 'Activity coefficients at infinite dilution of various solutes in the ionic liquids [MMIM]+[CH3SO4]-, [MMIM]+[CH3OC2H4SO4]-, [MMIM]+[(CH3)2PO4]-, [C5H5NC2H5]+[(CF3SO2)2N]- and [C5H5NH]+[C2H5OC2H4OSO3]-'}",['Liquid'],dilutor technique,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",333.15,101.0,0.0,4.2,3.1,,333.15,101.0,0.0,4.2,,,,,,,,,,,,,,
tFhVX,"{'full': 'Kato, R.; Gmehling, J. (2004) Fluid Phase Equilib. 226, 37-44.', 'title': 'Activity coefficients at infinite dilution of various solutes in the ionic liquids [MMIM]+[CH3SO4]-, [MMIM]+[CH3OC2H4SO4]-, [MMIM]+[(CH3)2PO4]-, [C5H5NC2H5]+[(CF3SO2)2N]- and [C5H5NH]+[C2H5OC2H4OSO3]-'}",['Liquid'],dilutor technique,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",343.15,101.0,0.0,4.0,3.0,,343.15,101.0,0.0,4.0,,,,,,,,,,,,,,
uQtts,"{'full': 'Khachatrian, A. A.; Shamsutdinova, Z. I.; Rakipov, I. T.; Varfolomeev, M. A.; Solomonov, B. N.; Verevkin, S. P. (2018) J. Mol. Liq. 271, 815-819.', 'title': 'Hydrogen bonding of molecular solutes in protic and aprotic ionic liquids'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",303.15,0.0,101.325,171.0,12.0,,303.15,101.325,0.0,171.0,,,,,,,,,,,,,,
uQtts,"{'full': 'Khachatrian, A. A.; Shamsutdinova, Z. I.; Rakipov, I. T.; Varfolomeev, M. A.; Solomonov, B. N.; Verevkin, S. P. (2018) J. Mol. Liq. 271, 815-819.', 'title': 'Hydrogen bonding of molecular solutes in protic and aprotic ionic liquids'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",313.15,0.0,101.325,144.0,10.0,,313.15,101.325,0.0,144.0,,,,,,,,,,,,,,
uQtts,"{'full': 'Khachatrian, A. A.; Shamsutdinova, Z. I.; Rakipov, I. T.; Varfolomeev, M. A.; Solomonov, B. N.; Verevkin, S. P. (2018) J. Mol. Liq. 271, 815-819.', 'title': 'Hydrogen bonding of molecular solutes in protic and aprotic ionic liquids'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",323.15,0.0,101.325,121.0,8.0,,323.15,101.325,0.0,121.0,,,,,,,,,,,,,,
uQtts,"{'full': 'Khachatrian, A. A.; Shamsutdinova, Z. I.; Rakipov, I. T.; Varfolomeev, M. A.; Solomonov, B. N.; Verevkin, S. P. (2018) J. Mol. Liq. 271, 815-819.', 'title': 'Hydrogen bonding of molecular solutes in protic and aprotic ionic liquids'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",333.15,0.0,101.325,105.0,7.0,,333.15,101.325,0.0,105.0,,,,,,,,,,,,,,
uQtts,"{'full': 'Khachatrian, A. A.; Shamsutdinova, Z. I.; Rakipov, I. T.; Varfolomeev, M. A.; Solomonov, B. N.; Verevkin, S. P. (2018) J. Mol. Liq. 271, 815-819.', 'title': 'Hydrogen bonding of molecular solutes in protic and aprotic ionic liquids'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",343.15,0.0,101.325,86.0,6.0,,343.15,101.325,0.0,86.0,,,,,,,,,,,,,,
iamDM,"{'full': 'Khachatrian, A. A.; Shamsutdinova, Z. I.; Rakipov, I. T.; Varfolomeev, M. A.; Solomonov, B. N.; Verevkin, S. P. (2018) J. Mol. Liq. 271, 815-819.', 'title': 'Hydrogen bonding of molecular solutes in protic and aprotic ionic liquids'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",303.15,0.0,101.325,292.0,20.0,,303.15,101.325,0.0,292.0,,,,,,,,,,,,,,
iamDM,"{'full': 'Khachatrian, A. A.; Shamsutdinova, Z. I.; Rakipov, I. T.; Varfolomeev, M. A.; Solomonov, B. N.; Verevkin, S. P. (2018) J. Mol. Liq. 271, 815-819.', 'title': 'Hydrogen bonding of molecular solutes in protic and aprotic ionic liquids'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",313.15,0.0,101.325,245.0,17.0,,313.15,101.325,0.0,245.0,,,,,,,,,,,,,,
iamDM,"{'full': 'Khachatrian, A. A.; Shamsutdinova, Z. I.; Rakipov, I. T.; Varfolomeev, M. A.; Solomonov, B. N.; Verevkin, S. P. (2018) J. Mol. Liq. 271, 815-819.', 'title': 'Hydrogen bonding of molecular solutes in protic and aprotic ionic liquids'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",323.15,0.0,101.325,201.0,14.0,,323.15,101.325,0.0,201.0,,,,,,,,,,,,,,
iamDM,"{'full': 'Khachatrian, A. A.; Shamsutdinova, Z. I.; Rakipov, I. T.; Varfolomeev, M. A.; Solomonov, B. N.; Verevkin, S. P. (2018) J. Mol. Liq. 271, 815-819.', 'title': 'Hydrogen bonding of molecular solutes in protic and aprotic ionic liquids'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",333.15,0.0,101.325,167.0,11.0,,333.15,101.325,0.0,167.0,,,,,,,,,,,,,,
iamDM,"{'full': 'Khachatrian, A. A.; Shamsutdinova, Z. I.; Rakipov, I. T.; Varfolomeev, M. A.; Solomonov, B. N.; Verevkin, S. P. (2018) J. Mol. Liq. 271, 815-819.', 'title': 'Hydrogen bonding of molecular solutes in protic and aprotic ionic liquids'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",343.15,0.0,101.325,136.0,9.0,,343.15,101.325,0.0,136.0,,,,,,,,,,,,,,
tghzL,"{'full': 'Krolikowska, M.; Orawiec, M. (2016) J. Chem. Eng. Data 61(5), 1793-1802.', 'title': 'Activity Coefficients at Infinite Dilution of Organic Solutes and Water in Tributylethylphosphonium Diethylphosphate Using Gas Liquid Chromatography: Thermodynamic Properties of Mixtures Containing Ionic Liquids'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",328.15,100.0,0.0,4.08,0.28,,328.15,100.0,0.0,4.08,,,,,,,,,,,,,,
tghzL,"{'full': 'Krolikowska, M.; Orawiec, M. (2016) J. Chem. Eng. Data 61(5), 1793-1802.', 'title': 'Activity Coefficients at Infinite Dilution of Organic Solutes and Water in Tributylethylphosphonium Diethylphosphate Using Gas Liquid Chromatography: Thermodynamic Properties of Mixtures Containing Ionic Liquids'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",338.15,100.0,0.0,3.97,0.27,,338.15,100.0,0.0,3.97,,,,,,,,,,,,,,
tghzL,"{'full': 'Krolikowska, M.; Orawiec, M. (2016) J. Chem. Eng. Data 61(5), 1793-1802.', 'title': 'Activity Coefficients at Infinite Dilution of Organic Solutes and Water in Tributylethylphosphonium Diethylphosphate Using Gas Liquid Chromatography: Thermodynamic Properties of Mixtures Containing Ionic Liquids'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",348.15,100.0,0.0,3.87,0.26,,348.15,100.0,0.0,3.87,,,,,,,,,,,,,,
tghzL,"{'full': 'Krolikowska, M.; Orawiec, M. (2016) J. Chem. Eng. Data 61(5), 1793-1802.', 'title': 'Activity Coefficients at Infinite Dilution of Organic Solutes and Water in Tributylethylphosphonium Diethylphosphate Using Gas Liquid Chromatography: Thermodynamic Properties of Mixtures Containing Ionic Liquids'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",358.15,100.0,0.0,3.78,0.26,,358.15,100.0,0.0,3.78,,,,,,,,,,,,,,
tghzL,"{'full': 'Krolikowska, M.; Orawiec, M. (2016) J. Chem. Eng. Data 61(5), 1793-1802.', 'title': 'Activity Coefficients at Infinite Dilution of Organic Solutes and Water in Tributylethylphosphonium Diethylphosphate Using Gas Liquid Chromatography: Thermodynamic Properties of Mixtures Containing Ionic Liquids'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",368.15,100.0,0.0,3.7,0.25,,368.15,100.0,0.0,3.7,,,,,,,,,,,,,,
evMqi,"{'full': 'Krolikowska, M.; Orawiec, M. (2016) J. Chem. Eng. Data 61(5), 1793-1802.', 'title': 'Activity Coefficients at Infinite Dilution of Organic Solutes and Water in Tributylethylphosphonium Diethylphosphate Using Gas Liquid Chromatography: Thermodynamic Properties of Mixtures Containing Ionic Liquids'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",328.15,100.0,0.0,3.79,0.26,,328.15,100.0,0.0,3.79,,,,,,,,,,,,,,
evMqi,"{'full': 'Krolikowska, M.; Orawiec, M. (2016) J. Chem. Eng. Data 61(5), 1793-1802.', 'title': 'Activity Coefficients at Infinite Dilution of Organic Solutes and Water in Tributylethylphosphonium Diethylphosphate Using Gas Liquid Chromatography: Thermodynamic Properties of Mixtures Containing Ionic Liquids'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",338.15,100.0,0.0,3.68,0.25,,338.15,100.0,0.0,3.68,,,,,,,,,,,,,,
evMqi,"{'full': 'Krolikowska, M.; Orawiec, M. (2016) J. Chem. Eng. Data 61(5), 1793-1802.', 'title': 'Activity Coefficients at Infinite Dilution of Organic Solutes and Water in Tributylethylphosphonium Diethylphosphate Using Gas Liquid Chromatography: Thermodynamic Properties of Mixtures Containing Ionic Liquids'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",348.15,100.0,0.0,3.54,0.24,,348.15,100.0,0.0,3.54,,,,,,,,,,,,,,
evMqi,"{'full': 'Krolikowska, M.; Orawiec, M. (2016) J. Chem. Eng. Data 61(5), 1793-1802.', 'title': 'Activity Coefficients at Infinite Dilution of Organic Solutes and Water in Tributylethylphosphonium Diethylphosphate Using Gas Liquid Chromatography: Thermodynamic Properties of Mixtures Containing Ionic Liquids'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",358.15,100.0,0.0,3.42,0.23,,358.15,100.0,0.0,3.42,,,,,,,,,,,,,,
evMqi,"{'full': 'Krolikowska, M.; Orawiec, M. (2016) J. Chem. Eng. Data 61(5), 1793-1802.', 'title': 'Activity Coefficients at Infinite Dilution of Organic Solutes and Water in Tributylethylphosphonium Diethylphosphate Using Gas Liquid Chromatography: Thermodynamic Properties of Mixtures Containing Ionic Liquids'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",368.15,100.0,0.0,3.31,0.23,,368.15,100.0,0.0,3.31,,,,,,,,,,,,,,
qNNfB,"{'full': 'Krolikowska, M.; Orawiec, M. (2016) J. Chem. Eng. Data 61(5), 1793-1802.', 'title': 'Activity Coefficients at Infinite Dilution of Organic Solutes and Water in Tributylethylphosphonium Diethylphosphate Using Gas Liquid Chromatography: Thermodynamic Properties of Mixtures Containing Ionic Liquids'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",328.15,100.0,0.0,2.18,0.15,,328.15,100.0,0.0,2.18,,,,,,,,,,,,,,
qNNfB,"{'full': 'Krolikowska, M.; Orawiec, M. (2016) J. Chem. Eng. Data 61(5), 1793-1802.', 'title': 'Activity Coefficients at Infinite Dilution of Organic Solutes and Water in Tributylethylphosphonium Diethylphosphate Using Gas Liquid Chromatography: Thermodynamic Properties of Mixtures Containing Ionic Liquids'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",338.15,100.0,0.0,2.15,0.15,,338.15,100.0,0.0,2.15,,,,,,,,,,,,,,
qNNfB,"{'full': 'Krolikowska, M.; Orawiec, M. (2016) J. Chem. Eng. Data 61(5), 1793-1802.', 'title': 'Activity Coefficients at Infinite Dilution of Organic Solutes and Water in Tributylethylphosphonium Diethylphosphate Using Gas Liquid Chromatography: Thermodynamic Properties of Mixtures Containing Ionic Liquids'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",348.15,100.0,0.0,2.13,0.14,,348.15,100.0,0.0,2.13,,,,,,,,,,,,,,
qNNfB,"{'full': 'Krolikowska, M.; Orawiec, M. (2016) J. Chem. Eng. Data 61(5), 1793-1802.', 'title': 'Activity Coefficients at Infinite Dilution of Organic Solutes and Water in Tributylethylphosphonium Diethylphosphate Using Gas Liquid Chromatography: Thermodynamic Properties of Mixtures Containing Ionic Liquids'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",358.15,100.0,0.0,2.11,0.14,,358.15,100.0,0.0,2.11,,,,,,,,,,,,,,
qNNfB,"{'full': 'Krolikowska, M.; Orawiec, M. (2016) J. Chem. Eng. Data 61(5), 1793-1802.', 'title': 'Activity Coefficients at Infinite Dilution of Organic Solutes and Water in Tributylethylphosphonium Diethylphosphate Using Gas Liquid Chromatography: Thermodynamic Properties of Mixtures Containing Ionic Liquids'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",368.15,100.0,0.0,2.09,0.14,,368.15,100.0,0.0,2.09,,,,,,,,,,,,,,
iNIMi,"{'full': 'Krolikowski, M.; Krolikowski, M. (2014) J. Chem. Thermodyn. 68, 138-144.', 'title': 'The study of activity coefficients at infinite dilution for organic solutes and water in 1-butyl-4-methylpyridinium dicyanamide, [B4MPy][DCA] using GLC'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",328.15,101.0,0.0,1.39,0.09,,328.15,101.0,0.0,1.39,,,,,,,,,,,,,,
iNIMi,"{'full': 'Krolikowski, M.; Krolikowski, M. (2014) J. Chem. Thermodyn. 68, 138-144.', 'title': 'The study of activity coefficients at infinite dilution for organic solutes and water in 1-butyl-4-methylpyridinium dicyanamide, [B4MPy][DCA] using GLC'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",338.15,101.0,0.0,1.44,0.09,,338.15,101.0,0.0,1.44,,,,,,,,,,,,,,
iNIMi,"{'full': 'Krolikowski, M.; Krolikowski, M. (2014) J. Chem. Thermodyn. 68, 138-144.', 'title': 'The study of activity coefficients at infinite dilution for organic solutes and water in 1-butyl-4-methylpyridinium dicyanamide, [B4MPy][DCA] using GLC'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",348.15,101.0,0.0,1.49,0.1,,348.15,101.0,0.0,1.49,,,,,,,,,,,,,,
iNIMi,"{'full': 'Krolikowski, M.; Krolikowski, M. (2014) J. Chem. Thermodyn. 68, 138-144.', 'title': 'The study of activity coefficients at infinite dilution for organic solutes and water in 1-butyl-4-methylpyridinium dicyanamide, [B4MPy][DCA] using GLC'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",358.15,101.0,0.0,1.54,0.1,,358.15,101.0,0.0,1.54,,,,,,,,,,,,,,
iNIMi,"{'full': 'Krolikowski, M.; Krolikowski, M. (2014) J. Chem. Thermodyn. 68, 138-144.', 'title': 'The study of activity coefficients at infinite dilution for organic solutes and water in 1-butyl-4-methylpyridinium dicyanamide, [B4MPy][DCA] using GLC'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",368.15,101.0,0.0,1.59,0.11,,368.15,101.0,0.0,1.59,,,,,,,,,,,,,,
Blrlp,"{'full': 'Krolikowski, M.; Krolikowska, M.; Wisniewski, C. (2016) J. Chem. Thermodyn. 103, 115-124.', 'title': 'Separation of aliphatic from aromatic hydrocarbons and sulphur compounds from fuel based on measurements of activity coefficients at infinite dilution for organic solutes and water in the ionic liquid N,N-diethyl-N-methyl-N-(2-methoxy-ethyl)ammonium bis(trifluoromethylsulfonyl)imide'}",['Liquid'],Chromatography,,Activity coefficient of component,"Activity, fugacity, and osmotic properties",318.15,0.0,101.325,9.21,0.8,,318.15,101.325,0.0,9.21,,,,,,,,,,,,,,
