ref_id_general_group,original_index_general_group,temperature_general_group,gamma_general_group,ref_id_group_0,original_index_group_0,temperature_group_0,gamma_group_0,ref_id_group_1,original_index_group_1,temperature_group_1,gamma_group_1,ref_id_group_2,original_index_group_2,temperature_group_2,gamma_group_2,ref_id_group_3,original_index_group_3,temperature_group_3,gamma_group_3,ref_id_group_4,original_index_group_4,temperature_group_4,gamma_group_4,ref_id_group_5,original_index_group_5,temperature_group_5,gamma_group_5,ref_id_seudo_group,original_index_seudo_group,temperature_seudo_group,gamma_seudo_group
"[161, 161, 161, 161, 181, 181, 181, 181]","[40988, 40989, 40990, 40991, 46144, 46145, 46146, 46147]","[313.0, 323.0, 333.0, 343.0, 313.7, 323.0, 333.3, 343.7]","[2.216, 2.051, 1.91, 1.79, 2.216, 2.051, 1.91, 1.79]","[161, 161, 161, 161]","[40988, 40989, 40990, 40991]","[313.0, 323.0, 333.0, 343.0]","[2.216, 2.051, 1.91, 1.79]","[181, 181, 181, 181]","[46144, 46145, 46146, 46147]","[313.7, 323.0, 333.3, 343.7]","[2.216, 2.051, 1.91, 1.79]",,,,,,,,,,,,,,,,,,,,
"[161, 161, 161, 161, 181, 181, 181, 181]","[41028, 41029, 41030, 41031, 46200, 46201, 46202, 46203]","[313.0, 323.0, 333.0, 343.0, 313.7, 322.9, 333.3, 343.7]","[131.5, 117.0, 102.1, 90.6, 131.5, 117.0, 102.1, 90.6]","[161, 161, 161, 161]","[41028, 41029, 41030, 41031]","[313.0, 323.0, 333.0, 343.0]","[131.5, 117.0, 102.1, 90.6]","[181, 181, 181, 181]","[46200, 46201, 46202, 46203]","[313.7, 322.9, 333.3, 343.7]","[131.5, 117.0, 102.1, 90.6]",,,,,,,,,,,,,,,,,,,,
"[161, 161, 161, 161, 181, 181, 181, 181]","[41024, 41025, 41026, 41027, 46188, 46189, 46190, 46191]","[313.0, 323.0, 333.0, 343.0, 313.7, 324.2, 333.6, 344.0]","[55.4, 49.8, 45.7, 42.0, 55.4, 49.8, 45.7, 42.0]","[161, 161, 161, 161]","[41024, 41025, 41026, 41027]","[313.0, 323.0, 333.0, 343.0]","[55.4, 49.8, 45.7, 42.0]","[181, 181, 181, 181]","[46188, 46189, 46190, 46191]","[313.7, 324.2, 333.6, 344.0]","[55.4, 49.8, 45.7, 42.0]",,,,,,,,,,,,,,,,,,,,
"[161, 161, 161, 161, 181, 181, 181, 181]","[41000, 41001, 41002, 41003, 46160, 46161, 46162, 46163]","[313.0, 323.0, 333.0, 343.0, 313.8, 323.0, 333.3, 343.7]","[0.886, 0.9, 0.91, 0.924, 0.886, 0.9, 0.91, 0.924]","[161, 161, 161, 161]","[41000, 41001, 41002, 41003]","[313.0, 323.0, 333.0, 343.0]","[0.886, 0.9, 0.91, 0.924]","[181, 181, 181, 181]","[46160, 46161, 46162, 46163]","[313.8, 323.0, 333.3, 343.7]","[0.886, 0.9, 0.91, 0.924]",,,,,,,,,,,,,,,,,,,,
"[161, 161, 161, 161, 181, 181, 181, 181]","[41076, 41077, 41078, 41079, 46304, 46305, 46306, 46307]","[313.0, 323.0, 333.0, 343.0, 313.7, 323.0, 333.4, 343.7]","[1.068, 1.069, 1.07, 1.07, 1.068, 1.069, 1.07, 1.07]","[161, 161, 161, 161]","[41076, 41077, 41078, 41079]","[313.0, 323.0, 333.0, 343.0]","[1.068, 1.069, 1.07, 1.07]","[181, 181, 181, 181]","[46304, 46305, 46306, 46307]","[313.7, 323.0, 333.4, 343.7]","[1.068, 1.069, 1.07, 1.07]",,,,,,,,,,,,,,,,,,,,
"[161, 161, 161, 161, 181, 181, 181, 181]","[41084, 41085, 41086, 41087, 46236, 46237, 46238, 46239]","[313.0, 323.0, 333.0, 343.0, 313.7, 323.0, 333.3, 343.7]","[2.21, 2.219, 2.238, 2.245, 2.21, 2.219, 2.238, 2.245]","[161, 161, 161, 161]","[41084, 41085, 41086, 41087]","[313.0, 323.0, 333.0, 343.0]","[2.21, 2.219, 2.238, 2.245]","[181, 181, 181, 181]","[46236, 46237, 46238, 46239]","[313.7, 323.0, 333.3, 343.7]","[2.21, 2.219, 2.238, 2.245]",,,,,,,,,,,,,,,,,,,,
"[161, 161, 161, 161, 181, 181, 181, 181]","[41004, 41005, 41006, 41007, 46108, 46109, 46110, 46111]","[313.0, 323.0, 333.0, 343.0, 323.1, 333.4, 343.8, 354.1]","[5.254, 4.576, 4.086, 3.691, 5.254, 4.576, 4.068, 3.691]","[161, 161, 161, 161]","[41004, 41005, 41006, 41007]","[313.0, 323.0, 333.0, 343.0]","[5.254, 4.576, 4.086, 3.691]","[181, 181, 181, 181]","[46108, 46109, 46110, 46111]","[323.1, 333.4, 343.8, 354.1]","[5.254, 4.576, 4.068, 3.691]",,,,,,,,,,,,,,,,,,,,
"[161, 161, 161, 161, 181, 181, 181, 181]","[41124, 41125, 41126, 41127, 46028, 46029, 46030, 46031]","[313.0, 323.0, 333.0, 343.0, 313.9, 323.3, 333.8, 344.1]","[151.0, 132.1, 116.3, 101.2, 151.2, 132.1, 116.3, 101.2]","[161, 161, 161, 161]","[41124, 41125, 41126, 41127]","[313.0, 323.0, 333.0, 343.0]","[151.0, 132.1, 116.3, 101.2]","[181, 181, 181, 181]","[46028, 46029, 46030, 46031]","[313.9, 323.3, 333.8, 344.1]","[151.2, 132.1, 116.3, 101.2]",,,,,,,,,,,,,,,,,,,,
"[161, 161, 161, 161, 181, 181, 181, 181]","[41168, 41169, 41170, 41171, 46288, 46289, 46290, 46291]","[313.0, 323.0, 333.0, 343.0, 313.7, 323.0, 333.4, 343.7]","[3.123, 2.773, 2.467, 2.229, 3.123, 2.773, 2.467, 2.229]","[161, 161, 161, 161]","[41168, 41169, 41170, 41171]","[313.0, 323.0, 333.0, 343.0]","[3.123, 2.773, 2.467, 2.229]","[181, 181, 181, 181]","[46288, 46289, 46290, 46291]","[313.7, 323.0, 333.4, 343.7]","[3.123, 2.773, 2.467, 2.229]",,,,,,,,,,,,,,,,,,,,
"[161, 161, 161, 161, 181, 181, 181, 181]","[41164, 41165, 41166, 41167, 46272, 46273, 46274, 46275]","[313.0, 323.0, 333.0, 343.0, 313.7, 323.0, 333.3, 343.6]","[5.783, 4.949, 4.25, 3.728, 5.783, 4.949, 4.25, 3.728]","[161, 161, 161, 161]","[41164, 41165, 41166, 41167]","[313.0, 323.0, 333.0, 343.0]","[5.783, 4.949, 4.25, 3.728]","[181, 181, 181, 181]","[46272, 46273, 46274, 46275]","[313.7, 323.0, 333.3, 343.6]","[5.783, 4.949, 4.25, 3.728]",,,,,,,,,,,,,,,,,,,,
"[161, 161, 161, 161, 181, 181, 181, 181]","[41160, 41161, 41162, 41163, 46284, 46285, 46286, 46287]","[313.0, 323.0, 333.0, 343.0, 313.7, 323.0, 333.3, 343.7]","[2.431, 2.199, 1.966, 1.806, 2.431, 2.199, 1.966, 1.806]","[161, 161, 161, 161]","[41160, 41161, 41162, 41163]","[313.0, 323.0, 333.0, 343.0]","[2.431, 2.199, 1.966, 1.806]","[181, 181, 181, 181]","[46284, 46285, 46286, 46287]","[313.7, 323.0, 333.3, 343.7]","[2.431, 2.199, 1.966, 1.806]",,,,,,,,,,,,,,,,,,,,
"[161, 161, 161, 161, 181, 181, 181, 181]","[41156, 41157, 41158, 41159, 46280, 46281, 46282, 46283]","[313.0, 323.0, 333.0, 343.0, 313.7, 323.1, 333.4, 344.0]","[2.522, 2.273, 2.028, 1.801, 2.522, 2.273, 2.028, 1.801]","[161, 161, 161, 161]","[41156, 41157, 41158, 41159]","[313.0, 323.0, 333.0, 343.0]","[2.522, 2.273, 2.028, 1.801]","[181, 181, 181, 181]","[46280, 46281, 46282, 46283]","[313.7, 323.1, 333.4, 344.0]","[2.522, 2.273, 2.028, 1.801]",,,,,,,,,,,,,,,,,,,,
"[161, 161, 161, 161, 181, 181, 181, 181]","[41152, 41153, 41154, 41155, 46264, 46265, 46266, 46267]","[313.0, 323.0, 333.0, 343.0, 313.7, 323.0, 333.3, 343.7]","[2.759, 2.484, 2.197, 1.985, 2.759, 2.484, 2.197, 1.985]","[161, 161, 161, 161]","[41152, 41153, 41154, 41155]","[313.0, 323.0, 333.0, 343.0]","[2.759, 2.484, 2.197, 1.985]","[181, 181, 181, 181]","[46264, 46265, 46266, 46267]","[313.7, 323.0, 333.3, 343.7]","[2.759, 2.484, 2.197, 1.985]",,,,,,,,,,,,,,,,,,,,
"[161, 161, 161, 161, 181, 181, 181, 181]","[41148, 41149, 41150, 41151, 46268, 46269, 46270, 46271]","[313.0, 323.0, 333.0, 343.0, 313.7, 323.0, 333.4, 343.7]","[3.892, 3.425, 3.01, 2.689, 3.892, 3.425, 3.01, 2.689]","[161, 161, 161, 161]","[41148, 41149, 41150, 41151]","[313.0, 323.0, 333.0, 343.0]","[3.892, 3.425, 3.01, 2.689]","[181, 181, 181, 181]","[46268, 46269, 46270, 46271]","[313.7, 323.0, 333.4, 343.7]","[3.892, 3.425, 3.01, 2.689]",,,,,,,,,,,,,,,,,,,,
"[161, 161, 161, 161, 181, 181, 181, 181]","[41144, 41145, 41146, 41147, 46260, 46261, 46262, 46263]","[313.0, 323.0, 333.0, 343.0, 313.7, 323.1, 333.6, 344.0]","[1.46, 1.323, 1.19, 1.076, 1.46, 1.323, 1.19, 1.076]","[161, 161, 161, 161]","[41144, 41145, 41146, 41147]","[313.0, 323.0, 333.0, 343.0]","[1.46, 1.323, 1.19, 1.076]","[181, 181, 181, 181]","[46260, 46261, 46262, 46263]","[313.7, 323.1, 333.6, 344.0]","[1.46, 1.323, 1.19, 1.076]",,,,,,,,,,,,,,,,,,,,
"[161, 161, 161, 161, 181, 181, 181, 181]","[41140, 41141, 41142, 41143, 46256, 46257, 46258, 46259]","[313.0, 323.0, 333.0, 343.0, 313.7, 323.0, 333.3, 343.7]","[2.043, 1.825, 1.648, 1.49, 2.043, 1.825, 1.648, 1.49]","[161, 161, 161, 161]","[41140, 41141, 41142, 41143]","[313.0, 323.0, 333.0, 343.0]","[2.043, 1.825, 1.648, 1.49]","[181, 181, 181, 181]","[46256, 46257, 46258, 46259]","[313.7, 323.0, 333.3, 343.7]","[2.043, 1.825, 1.648, 1.49]",,,,,,,,,,,,,,,,,,,,
"[161, 161, 161, 161, 181, 181, 181, 181]","[41132, 41133, 41134, 41135, 46036, 46037, 46038, 46039]","[313.0, 323.0, 333.0, 343.0, 313.8, 323.3, 333.7, 344.1]","[36.1, 34.0, 31.1, 28.9, 36.1, 34.0, 31.1, 28.9]","[161, 161, 161, 161]","[41132, 41133, 41134, 41135]","[313.0, 323.0, 333.0, 343.0]","[36.1, 34.0, 31.1, 28.9]","[181, 181, 181, 181]","[46036, 46037, 46038, 46039]","[313.8, 323.3, 333.7, 344.1]","[36.1, 34.0, 31.1, 28.9]",,,,,,,,,,,,,,,,,,,,
"[161, 161, 161, 161, 181, 181, 181, 181]","[41116, 41117, 41118, 41119, 46320, 46321, 46322, 46323]","[313.0, 323.0, 333.0, 343.0, 313.7, 323.0, 333.3, 343.7]","[0.958, 0.976, 0.989, 1.006, 0.958, 0.976, 0.989, 1.006]","[161, 161, 161, 161]","[41116, 41117, 41118, 41119]","[313.0, 323.0, 333.0, 343.0]","[0.958, 0.976, 0.989, 1.006]","[181, 181, 181, 181]","[46320, 46321, 46322, 46323]","[313.7, 323.0, 333.3, 343.7]","[0.958, 0.976, 0.989, 1.006]",,,,,,,,,,,,,,,,,,,,
"[161, 161, 161, 161, 181, 181, 181, 181]","[41088, 41089, 41090, 41091, 46244, 46245, 46246, 46247]","[313.0, 323.0, 333.0, 343.0, 313.7, 323.1, 333.3, 343.7]","[2.623, 2.62, 2.614, 2.61, 2.623, 2.62, 2.614, 2.61]","[161, 161, 161, 161]","[41088, 41089, 41090, 41091]","[313.0, 323.0, 333.0, 343.0]","[2.623, 2.62, 2.614, 2.61]","[181, 181, 181, 181]","[46244, 46245, 46246, 46247]","[313.7, 323.1, 333.3, 343.7]","[2.623, 2.62, 2.614, 2.61]",,,,,,,,,,,,,,,,,,,,
"[161, 161, 161, 161, 181, 181, 181, 181]","[41112, 41113, 41114, 41115, 46128, 46129, 46130, 46131]","[313.0, 323.0, 333.0, 343.0, 313.6, 323.0, 333.4, 343.9]","[0.909, 0.892, 0.879, 0.858, 0.909, 0.892, 0.879, 0.858]","[161, 161, 161, 161]","[41112, 41113, 41114, 41115]","[313.0, 323.0, 333.0, 343.0]","[0.909, 0.892, 0.879, 0.858]","[181, 181, 181, 181]","[46128, 46129, 46130, 46131]","[313.6, 323.0, 333.4, 343.9]","[0.909, 0.892, 0.879, 0.858]",,,,,,,,,,,,,,,,,,,,
"[161, 161, 161, 161, 181, 181, 181, 181]","[40944, 40945, 40946, 40947, 46080, 46081, 46082, 46083]","[313.0, 323.0, 333.0, 343.0, 313.8, 323.1, 333.4, 343.8]","[4.198, 4.146, 4.088, 4.02, 4.198, 4.146, 4.088, 4.02]","[161, 161, 161, 161]","[40944, 40945, 40946, 40947]","[313.0, 323.0, 333.0, 343.0]","[4.198, 4.146, 4.088, 4.02]","[181, 181, 181, 181]","[46080, 46081, 46082, 46083]","[313.8, 323.1, 333.4, 343.8]","[4.198, 4.146, 4.088, 4.02]",,,,,,,,,,,,,,,,,,,,
"[161, 161, 161, 161, 181, 181, 181, 181]","[41108, 41109, 41110, 41111, 46308, 46309, 46310, 46311]","[313.0, 323.0, 333.0, 343.0, 313.7, 323.0, 333.3, 343.7]","[0.462, 0.464, 0.468, 0.469, 0.462, 0.464, 0.468, 0.469]","[161, 161, 161, 161]","[41108, 41109, 41110, 41111]","[313.0, 323.0, 333.0, 343.0]","[0.462, 0.464, 0.468, 0.469]","[181, 181, 181, 181]","[46308, 46309, 46310, 46311]","[313.7, 323.0, 333.3, 343.7]","[0.462, 0.464, 0.468, 0.469]",,,,,,,,,,,,,,,,,,,,
"[161, 161, 161, 161, 181, 181, 181, 181]","[40948, 40949, 40950, 40951, 46276, 46277, 46278, 46279]","[313.0, 323.0, 333.0, 343.0, 333.3, 343.6, 354.1, 364.4]","[5.79, 5.039, 4.463, 4.021, 5.79, 5.039, 4.463, 4.021]","[161, 161, 161, 161]","[40948, 40949, 40950, 40951]","[313.0, 323.0, 333.0, 343.0]","[5.79, 5.039, 4.463, 4.021]","[181, 181, 181, 181]","[46276, 46277, 46278, 46279]","[333.3, 343.6, 354.1, 364.4]","[5.79, 5.039, 4.463, 4.021]",,,,,,,,,,,,,,,,,,,,
"[161, 161, 161, 161, 181, 181, 181, 181]","[41104, 41105, 41106, 41107, 46300, 46301, 46302, 46303]","[313.0, 323.0, 333.0, 343.0, 313.7, 323.0, 333.3, 343.7]","[0.462, 0.453, 0.449, 0.44, 0.462, 0.453, 0.449, 0.44]","[161, 161, 161, 161]","[41104, 41105, 41106, 41107]","[313.0, 323.0, 333.0, 343.0]","[0.462, 0.453, 0.449, 0.44]","[181, 181, 181, 181]","[46300, 46301, 46302, 46303]","[313.7, 323.0, 333.3, 343.7]","[0.462, 0.453, 0.449, 0.44]",,,,,,,,,,,,,,,,,,,,
"[161, 161, 161, 161, 181, 181, 181, 181]","[41100, 41101, 41102, 41103, 46328, 46329, 46330, 46331]","[313.0, 323.0, 333.0, 343.0, 313.6, 323.0, 333.5, 344.0]","[3.388, 3.337, 3.258, 3.182, 3.388, 3.337, 3.258, 3.182]","[161, 161, 161, 161]","[41100, 41101, 41102, 41103]","[313.0, 323.0, 333.0, 343.0]","[3.388, 3.337, 3.258, 3.182]","[181, 181, 181, 181]","[46328, 46329, 46330, 46331]","[313.6, 323.0, 333.5, 344.0]","[3.388, 3.337, 3.258, 3.182]",,,,,,,,,,,,,,,,,,,,
"[161, 161, 161, 161, 181, 181, 181, 181]","[41092, 41093, 41094, 41095, 46312, 46313, 46314, 46315]","[313.0, 323.0, 333.0, 343.0, 313.7, 323.0, 333.5, 344.0]","[2.87, 2.825, 2.759, 2.692, 2.87, 2.825, 2.759, 2.692]","[161, 161, 161, 161]","[41092, 41093, 41094, 41095]","[313.0, 323.0, 333.0, 343.0]","[2.87, 2.825, 2.759, 2.692]","[181, 181, 181, 181]","[46312, 46313, 46314, 46315]","[313.7, 323.0, 333.5, 344.0]","[2.87, 2.825, 2.759, 2.692]",,,,,,,,,,,,,,,,,,,,
"[161, 161, 161, 161, 181, 181, 181, 181]","[40960, 40961, 40962, 40963, 46084, 46085, 46086, 46087]","[313.0, 323.0, 333.0, 343.0, 313.8, 323.1, 333.4, 343.8]","[5.274, 5.208, 5.114, 5.013, 5.274, 5.208, 5.114, 5.013]","[161, 161, 161, 161]","[40960, 40961, 40962, 40963]","[313.0, 323.0, 333.0, 343.0]","[5.274, 5.208, 5.114, 5.013]","[181, 181, 181, 181]","[46084, 46085, 46086, 46087]","[313.8, 323.1, 333.4, 343.8]","[5.274, 5.208, 5.114, 5.013]",,,,,,,,,,,,,,,,,,,,
"[92, 92, 92, 205, 205, 205, 210, 210]","[51102, 51103, 51104, 51570, 51571, 51572, 52610, 52611]","[308.15, 318.15, 328.15, 312.75, 322.55, 332.55, 303.0, 323.0]","[902.0, 760.0, 649.0, 591.0, 429.0, 287.0, 231.0, 196.7]","[92, 92, 92]","[51102, 51103, 51104]","[308.15, 318.15, 328.15]","[902.0, 760.0, 649.0]","[205, 205, 205]","[51570, 51571, 51572]","[312.75, 322.55, 332.55]","[591.0, 429.0, 287.0]",,,,,,,,,,,,,,,,,"[210, 210]","[52610, 52611]","[303.0, 323.0]","[231.0, 196.7]"
"[173, 173, 173, 173, 38, 38, 38, 38]","[44356, 44357, 44358, 44359, 45696, 45697, 45698, 45699]","[358.15, 368.15, 378.15, 388.15, 343.0, 353.0, 363.0, 373.0]","[193.0, 187.0, 182.0, 179.0, 231.0, 217.0, 206.0, 191.0]","[173, 173, 173, 173]","[44356, 44357, 44358, 44359]","[358.15, 368.15, 378.15, 388.15]","[193.0, 187.0, 182.0, 179.0]","[38, 38, 38, 38]","[45696, 45697, 45698, 45699]","[343.0, 353.0, 363.0, 373.0]","[231.0, 217.0, 206.0, 191.0]",,,,,,,,,,,,,,,,,,,,
"[48, 48, 48, 48, 48, 48, 196, 196]","[8248, 8249, 8250, 8251, 8252, 8253, 52296, 52297]","[308.15, 318.15, 328.15, 338.15, 348.15, 358.15, 312.55, 322.45]","[911.0, 779.0, 690.0, 607.0, 547.0, 507.0, 1047.0, 925.0]","[48, 48, 48, 48, 48, 48]","[8248, 8249, 8250, 8251, 8252, 8253]","[308.15, 318.15, 328.15, 338.15, 348.15, 358.15]","[911.0, 779.0, 690.0, 607.0, 547.0, 507.0]",,,,,,,,,,,,,,,,,,,,,"[196, 196]","[52296, 52297]","[312.55, 322.45]","[1047.0, 925.0]"
"[169, 169, 169, 169, 180, 180, 180, 180]","[43460, 43461, 43462, 43463, 45880, 45881, 45882, 45883]","[303.15, 308.15, 313.15, 318.15, 313.15, 333.15, 353.15, 373.15]","[0.78, 0.8, 0.82, 0.85, 0.806, 0.824, 0.842, 0.85]","[169, 169, 169, 169]","[43460, 43461, 43462, 43463]","[303.15, 308.15, 313.15, 318.15]","[0.78, 0.8, 0.82, 0.85]","[180, 180, 180, 180]","[45880, 45881, 45882, 45883]","[313.15, 333.15, 353.15, 373.15]","[0.806, 0.824, 0.842, 0.85]",,,,,,,,,,,,,,,,,,,,
"[160, 160, 160, 160, 181, 181, 181, 181]","[40872, 40873, 40874, 40875, 46172, 46173, 46174, 46175]","[313.73, 323.05, 333.46, 343.96, 313.73, 323.05, 333.46, 343.96]","[0.732, 0.768, 0.8, 0.832, 0.732, 0.768, 0.8, 0.832]","[160, 160, 160, 160]","[40872, 40873, 40874, 40875]","[313.73, 323.05, 333.46, 343.96]","[0.732, 0.768, 0.8, 0.832]","[181, 181, 181, 181]","[46172, 46173, 46174, 46175]","[313.73, 323.05, 333.46, 343.96]","[0.732, 0.768, 0.8, 0.832]",,,,,,,,,,,,,,,,,,,,
"[173, 173, 173, 173, 38, 38, 38, 38]","[44320, 44321, 44322, 44323, 45724, 45725, 45726, 45727]","[358.15, 368.15, 378.15, 388.15, 343.0, 353.0, 363.0, 373.0]","[371.0, 352.0, 340.0, 324.0, 469.0, 443.0, 418.0, 398.0]","[173, 173, 173, 173]","[44320, 44321, 44322, 44323]","[358.15, 368.15, 378.15, 388.15]","[371.0, 352.0, 340.0, 324.0]","[38, 38, 38, 38]","[45724, 45725, 45726, 45727]","[343.0, 353.0, 363.0, 373.0]","[469.0, 443.0, 418.0, 398.0]",,,,,,,,,,,,,,,,,,,,
"[173, 173, 173, 173, 141, 141, 141, 141]","[44036, 44037, 44038, 44039, 45572, 45573, 45574, 45575]","[398.15, 408.15, 418.15, 428.15, 323.0, 333.0, 343.0, 353.0]","[0.156, 0.166, 0.176, 0.191, 0.1, 0.104, 0.109, 0.115]","[173, 173, 173, 173]","[44036, 44037, 44038, 44039]","[398.15, 408.15, 418.15, 428.15]","[0.156, 0.166, 0.176, 0.191]","[141, 141, 141, 141]","[45572, 45573, 45574, 45575]","[323.0, 333.0, 343.0, 353.0]","[0.1, 0.104, 0.109, 0.115]",,,,,,,,,,,,,,,,,,,,
"[160, 160, 160, 160, 181, 181, 181, 181]","[40876, 40877, 40878, 40879, 46008, 46009, 46010, 46011]","[313.68, 323.02, 333.38, 343.78, 313.68, 323.02, 333.38, 343.78]","[3.734, 3.811, 3.892, 3.931, 3.734, 3.811, 3.892, 3.931]","[160, 160, 160, 160]","[40876, 40877, 40878, 40879]","[313.68, 323.02, 333.38, 343.78]","[3.734, 3.811, 3.892, 3.931]","[181, 181, 181, 181]","[46008, 46009, 46010, 46011]","[313.68, 323.02, 333.38, 343.78]","[3.734, 3.811, 3.892, 3.931]",,,,,,,,,,,,,,,,,,,,
"[160, 160, 160, 160, 181, 181, 181, 181]","[40868, 40869, 40870, 40871, 46360, 46361, 46362, 46363]","[333.23, 343.78, 354.06, 363.36, 333.23, 343.78, 354.06, 363.36]","[5.759, 5.298, 4.749, 4.382, 5.759, 5.298, 4.749, 4.382]","[160, 160, 160, 160]","[40868, 40869, 40870, 40871]","[333.23, 343.78, 354.06, 363.36]","[5.759, 5.298, 4.749, 4.382]","[181, 181, 181, 181]","[46360, 46361, 46362, 46363]","[333.23, 343.78, 354.06, 363.36]","[5.759, 5.298, 4.749, 4.382]",,,,,,,,,,,,,,,,,,,,
"[117, 117, 117, 117, 117, 196, 196, 196]","[32460, 32461, 32462, 32463, 32464, 48975, 48976, 48977]","[318.15, 323.15, 333.15, 343.15, 353.15, 312.55, 322.45, 332.45]","[4.93, 5.08, 5.36, 5.62, 5.87, 4.572, 4.793, 0.669]","[196, 196, 196]","[48975, 48976, 48977]","[312.55, 322.45, 332.45]","[4.572, 4.793, 0.669]","[117, 117, 117, 117, 117]","[32460, 32461, 32462, 32463, 32464]","[318.15, 323.15, 333.15, 343.15, 353.15]","[4.93, 5.08, 5.36, 5.62, 5.87]",,,,,,,,,,,,,,,,,,,,
"[117, 117, 117, 117, 117, 196, 196, 196]","[32470, 32471, 32472, 32473, 32474, 48972, 48973, 48974]","[318.15, 323.15, 333.15, 343.15, 353.15, 312.55, 322.45, 332.45]","[0.488, 0.515, 0.572, 0.633, 0.694, 0.563, 0.479, 1.418]","[196, 196, 196]","[48972, 48973, 48974]","[312.55, 322.45, 332.45]","[0.563, 0.479, 1.418]","[117, 117, 117, 117, 117]","[32470, 32471, 32472, 32473, 32474]","[318.15, 323.15, 333.15, 343.15, 353.15]","[0.488, 0.515, 0.572, 0.633, 0.694]",,,,,,,,,,,,,,,,,,,,
"[27, 27, 27, 27, 27, 27, 27, 189]","[4466, 4467, 4468, 4469, 4470, 4471, 4472, 52641]","[303.15, 313.15, 323.15, 333.15, 343.15, 353.15, 363.15, 343.0]","[3.678, 3.659, 3.615, 3.56, 3.516, 3.482, 3.399, 4.03]","[27, 27, 27, 27, 27, 27, 27]","[4466, 4467, 4468, 4469, 4470, 4471, 4472]","[303.15, 313.15, 323.15, 333.15, 343.15, 353.15, 363.15]","[3.678, 3.659, 3.615, 3.56, 3.516, 3.482, 3.399]",,,,,,,,,,,,,,,,,,,,,[189],[52641],[343.0],[4.03]
"[48, 48, 48, 48, 48, 196, 196, 196]","[33210, 33211, 33212, 33213, 33214, 48936, 48937, 48938]","[308.15, 318.15, 328.15, 338.15, 348.15, 312.55, 322.45, 332.45]","[14.4, 14.6, 14.5, 14.6, 14.6, 19.2, 19.4, 19.4]","[48, 48, 48, 48, 48]","[33210, 33211, 33212, 33213, 33214]","[308.15, 318.15, 328.15, 338.15, 348.15]","[14.4, 14.6, 14.5, 14.6, 14.6]","[196, 196, 196]","[48936, 48937, 48938]","[312.55, 322.45, 332.45]","[19.2, 19.4, 19.4]",,,,,,,,,,,,,,,,,,,,
"[48, 48, 48, 48, 48, 196, 196, 196]","[33205, 33206, 33207, 33208, 33209, 48933, 48934, 48935]","[308.15, 318.15, 328.15, 338.15, 348.15, 312.55, 322.45, 332.45]","[7.87, 8.07, 8.06, 8.29, 8.27, 10.621, 10.699, 10.664]","[48, 48, 48, 48, 48]","[33205, 33206, 33207, 33208, 33209]","[308.15, 318.15, 328.15, 338.15, 348.15]","[7.87, 8.07, 8.06, 8.29, 8.27]","[196, 196, 196]","[48933, 48934, 48935]","[312.55, 322.45, 332.45]","[10.621, 10.699, 10.664]",,,,,,,,,,,,,,,,,,,,
"[48, 48, 48, 48, 48, 196, 196, 196]","[33185, 33186, 33187, 33188, 33189, 48912, 48913, 48914]","[308.15, 318.15, 328.15, 338.15, 348.15, 312.55, 322.45, 332.45]","[113.0, 99.8, 90.7, 79.9, 72.6, 194.0, 251.0, 323.0]","[48, 48, 48, 48, 48]","[33185, 33186, 33187, 33188, 33189]","[308.15, 318.15, 328.15, 338.15, 348.15]","[113.0, 99.8, 90.7, 79.9, 72.6]","[196, 196, 196]","[48912, 48913, 48914]","[312.55, 322.45, 332.45]","[194.0, 251.0, 323.0]",,,,,,,,,,,,,,,,,,,,
"[48, 48, 48, 48, 48, 196, 196, 196]","[33140, 33141, 33142, 33143, 33144, 48963, 48964, 48965]","[308.15, 318.15, 328.15, 338.15, 348.15, 312.55, 322.45, 332.45]","[19.2, 18.2, 17.5, 16.8, 16.1, 21.8, 20.4, 18.0]","[48, 48, 48, 48, 48]","[33140, 33141, 33142, 33143, 33144]","[308.15, 318.15, 328.15, 338.15, 348.15]","[19.2, 18.2, 17.5, 16.8, 16.1]","[196, 196, 196]","[48963, 48964, 48965]","[312.55, 322.45, 332.45]","[21.8, 20.4, 18.0]",,,,,,,,,,,,,,,,,,,,
"[27, 27, 27, 27, 27, 27, 27, 214]","[4431, 4432, 4433, 4434, 4435, 4436, 4437, 52710]","[303.15, 313.15, 323.15, 333.15, 343.15, 353.15, 363.15, 363.65]","[1.872, 1.852, 1.834, 1.817, 1.796, 1.766, 1.735, 3.48]","[27, 27, 27, 27, 27, 27, 27]","[4431, 4432, 4433, 4434, 4435, 4436, 4437]","[303.15, 313.15, 323.15, 333.15, 343.15, 353.15, 363.15]","[1.872, 1.852, 1.834, 1.817, 1.796, 1.766, 1.735]",,,,,,,,,,,,,,,,,,,,,[214],[52710],[363.65],[3.48]
"[117, 117, 117, 117, 117, 196, 196, 196]","[32475, 32476, 32477, 32478, 32479, 48969, 48970, 48971]","[318.15, 323.15, 333.15, 343.15, 353.15, 312.55, 322.45, 332.45]","[0.7, 0.727, 0.78, 0.833, 0.887, 0.471, 0.531, 1.299]","[196, 196, 196]","[48969, 48970, 48971]","[312.55, 322.45, 332.45]","[0.471, 0.531, 1.299]","[117, 117, 117, 117, 117]","[32475, 32476, 32477, 32478, 32479]","[318.15, 323.15, 333.15, 343.15, 353.15]","[0.7, 0.727, 0.78, 0.833, 0.887]",,,,,,,,,,,,,,,,,,,,
